3par,GP,GS,PF,PostAssists,PostBlocks,PostGP,PostGS,PostMinutes,PostPF,PostPoints,PostRebounds,PostSteals,PostTurnovers,PostdRebounds,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostoRebounds,PostthreeAttempted,PostthreeMade,adjusted_production,adjusted_worp,age,age_on_feb_1,assists,ast,bbref_pos,birthCity,birthCountry,birthDate,birthState,blk,blocks,bpm,bpm_2,bpm_3,college,collegeOther,column_s,column_x,contrib,contrib_2,contrib_3,dRebounds,d_bpm,d_worp,dbpm,dbpm_2,dcontrib,dcontrib_2,deathDate,defense,defense_2,drb,dstderr,dvorp,dvorp_2,dvorp_gm,dws,dws_48,estimated_position,exp_bpm,exp_min,fgAttempted,fgMade,firstName,firstseason,ftAttempted,ftMade,ftr,fullGivenName,g,height_x,height_y,highSchool,hsCity,hsCountry,hsState,lastName,lastseason,lgID,middleName,min,min_2,minutes,mp,mpg,mpg_2,mpg_int,nameGiven,nameNick,nameSuffix,note,oRebounds,o_bpm,o_worp,obpm,obpm_2,ocontrib,ocontrib_2,offense,offense_2,orb,ostderr,ovorp,ovorp_2,ovorp_gm,ows,ows_48,per,player,playerID,points,pos,prod_gm,production,race,raw_contrib,raw_obpm,raw_spm,reb_vers,reb_vers_2,rebounds,rempg,rounded_age,rounded_position,salary,shot,stderr,steals,stint,stl,sum_spm,team_gm,team_mar,team_mp,team_ts,threeAttempted,threeMade,tm,tmID,tm_adj,tm_adj_2,tm_drtg,tm_ortg,tm_sum,tm_sum_2,tm_ts_w_o_plyr,tm_usg,tov,trb,truesalary,truetalentbpm,truetalentvorp,truetimevorp,ts,turnovers,useFirst,usg,val_shot,val_shot_2,vorp,vorp_2,vorp_3,vorp_gm,weight_x,weight_y,worp,ws,ws_48,year,year_3par,yrs_experience
lower,lower,equal,lower,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,lower,lower,lower,higher,lower,lower,lower,lower,lower,lower,lower,higher,higher,higher,higher,higher,higher,equal,higher,higher,higher,higher,higher,higher,higher,higher,higher,equal,lower,lower,lower,lower,higher,equal,lower,lower,lower,lower,lower,higher,lower,lower,lower,lower,lower,lower,equal,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,lower,lower,lower,higher,masonde01,lower,higher,lower,lower,equal,higher,lower,lower,higher,higher,lower,lower,lower,equal,"$6,300,000 ",higher,higher,lower,equal,higher,lower,equal,higher,lower,lower,higher,higher,higher,MIL,lower,lower,higher,lower,higher,lower,lower,lower,higher,higher,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,lower,lower,lower,higher,lower,lower,lower,lower,2004,lower,lower
higher,lower,equal,lower,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,higher,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,higher,higher,higher,higher,lower,lower,lower,higher,lower,higher,lower,higher,higher,higher,higher,higher,higher,equal,higher,higher,higher,higher,higher,higher,higher,higher,higher,higher,lower,lower,lower,lower,higher,equal,lower,lower,lower,lower,lower,higher,lower,lower,lower,lower,lower,lower,equal,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,lower,lower,lower,higher,masonde01,lower,higher,higher,lower,equal,higher,lower,lower,higher,higher,lower,lower,lower,equal,"$4,900,000 ",lower,higher,lower,equal,higher,lower,equal,higher,lower,lower,higher,higher,higher,NOK,higher,lower,higher,lower,higher,lower,lower,lower,higher,higher,lower,lower,lower,higher,lower,lower,higher,higher,lower,lower,equal,equal,equal,higher,higher,lower,lower,lower,higher,2005,lower,lower
lower,lower,equal,lower,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,lower,higher,equal,lower,lower,lower,lower,higher,lower,higher,lower,lower,higher,higher,higher,higher,higher,lower,lower,lower,higher,higher,higher,lower,higher,higher,higher,higher,higher,higher,equal,higher,higher,higher,lower,higher,higher,higher,higher,higher,lower,higher,higher,lower,lower,lower,equal,higher,lower,higher,lower,lower,lower,lower,higher,higher,lower,lower,lower,equal,equal,lower,higher,higher,lower,higher,higher,higher,higher,lower,lower,lower,lower,lower,higher,higher,higher,higher,higher,higher,lower,higher,higher,lower,higher,higher,higher,higher,higher,higher,lower,mccarwa01,lower,higher,lower,lower,equal,higher,higher,higher,higher,higher,lower,higher,lower,equal,"$900,000 ",higher,lower,equal,equal,higher,higher,equal,higher,higher,lower,lower,lower,higher,BOS,higher,higher,higher,lower,lower,lower,lower,lower,lower,higher,lower,higher,higher,higher,higher,higher,lower,higher,lower,lower,higher,higher,higher,higher,lower,lower,higher,higher,higher,2000,equal,lower
lower,lower,equal,lower,lower,equal,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,lower,lower,lower,lower,higher,lower,higher,lower,lower,higher,higher,higher,higher,higher,lower,lower,lower,higher,lower,higher,lower,higher,higher,higher,higher,higher,higher,equal,higher,higher,higher,lower,higher,higher,higher,higher,higher,lower,higher,higher,lower,lower,lower,equal,higher,higher,higher,lower,lower,lower,lower,higher,higher,lower,lower,lower,equal,equal,lower,higher,higher,lower,higher,higher,higher,higher,lower,lower,lower,lower,lower,higher,higher,higher,higher,lower,lower,lower,lower,higher,lower,higher,higher,higher,higher,lower,higher,lower,mccarwa01,lower,higher,higher,lower,equal,lower,lower,equal,lower,lower,lower,higher,lower,lower,,higher,lower,lower,equal,higher,lower,equal,higher,lower,lower,lower,lower,higher,BOS,higher,higher,higher,lower,lower,lower,lower,lower,higher,higher,lower,higher,higher,higher,higher,higher,lower,higher,lower,lower,higher,higher,higher,higher,lower,lower,higher,higher,higher,2001,lower,lower
lower,lower,equal,lower,lower,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,higher,lower,higher,lower,higher,lower,higher,lower,higher,higher,higher,higher,lower,lower,lower,lower,lower,lower,lower,higher,higher,higher,higher,higher,higher,equal,higher,higher,lower,lower,higher,higher,higher,higher,higher,lower,higher,higher,lower,lower,lower,equal,lower,lower,higher,lower,lower,lower,lower,higher,higher,lower,lower,lower,equal,equal,lower,higher,higher,lower,higher,higher,higher,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,equal,equal,equal,lower,lower,higher,lower,mccarwa01,lower,higher,higher,higher,equal,lower,lower,lower,higher,higher,lower,higher,lower,lower,"$1,000,000 ",higher,lower,lower,equal,higher,lower,equal,lower,lower,lower,lower,lower,higher,BOS,higher,higher,lower,lower,lower,lower,lower,lower,higher,higher,higher,higher,higher,higher,lower,lower,lower,higher,lower,lower,higher,higher,higher,higher,lower,lower,higher,higher,lower,2002,lower,lower
lower,lower,equal,lower,lower,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,equal,equal,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,higher,lower,higher,lower,lower,lower,lower,lower,lower,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,equal,higher,higher,higher,higher,lower,lower,lower,lower,higher,lower,higher,lower,lower,lower,lower,equal,lower,lower,higher,lower,lower,lower,lower,higher,higher,lower,lower,lower,equal,equal,lower,lower,lower,lower,lower,higher,higher,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,higher,higher,lower,lower,equal,lower,lower,higher,lower,mccarwa01,lower,higher,lower,lower,equal,lower,lower,lower,higher,higher,lower,higher,lower,lower,"$3,700,000 ",higher,higher,lower,equal,higher,higher,equal,higher,lower,higher,lower,lower,higher,BOS,higher,higher,higher,higher,lower,lower,higher,lower,higher,higher,equal,equal,equal,lower,lower,lower,lower,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,2003,lower,lower
lower,lower,equal,lower,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,lower,lower,lower,lower,lower,lower,lower,higher,lower,higher,lower,equal,higher,lower,lower,lower,higher,lower,lower,lower,lower,lower,lower,lower,higher,higher,higher,higher,higher,higher,equal,higher,higher,higher,higher,higher,higher,higher,equal,higher,lower,higher,equal,lower,lower,lower,equal,higher,higher,higher,lower,lower,lower,lower,higher,higher,lower,lower,lower,equal,equal,lower,lower,lower,lower,lower,higher,higher,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,lower,lower,higher,lower,mccarwa01,lower,higher,lower,lower,equal,lower,lower,lower,higher,higher,lower,higher,lower,equal,"$3,700,000 ",higher,higher,lower,equal,higher,lower,equal,higher,higher,lower,lower,lower,higher,BOS,higher,higher,higher,lower,lower,lower,lower,higher,lower,higher,equal,equal,equal,lower,lower,higher,lower,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,2004,lower,lower
lower,higher,equal,lower,lower,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,equal,equal,lower,lower,lower,lower,lower,lower,higher,lower,lower,higher,lower,higher,lower,equal,higher,lower,lower,lower,higher,lower,lower,lower,lower,lower,lower,lower,higher,higher,higher,higher,higher,higher,equal,higher,higher,higher,higher,higher,higher,higher,equal,higher,lower,higher,equal,higher,higher,lower,equal,higher,higher,higher,lower,lower,lower,lower,higher,higher,lower,lower,lower,equal,equal,lower,lower,lower,higher,lower,higher,higher,higher,lower,lower,lower,lower,higher,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,lower,lower,higher,lower,mccarwa01,higher,higher,lower,lower,equal,lower,lower,lower,higher,higher,lower,higher,lower,equal,"$3,700,000 ",higher,higher,higher,lower,higher,lower,equal,higher,higher,lower,lower,lower,higher,PHO,higher,higher,higher,lower,lower,lower,lower,higher,lower,higher,equal,equal,equal,lower,lower,higher,lower,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,2004,lower,lower
lower,lower,equal,higher,equal,equal,lower,equal,lower,lower,lower,lower,equal,equal,lower,lower,lower,equal,equal,equal,lower,equal,higher,higher,lower,lower,lower,higher,lower,higher,lower,higher,lower,lower,higher,higher,higher,higher,higher,lower,lower,lower,lower,lower,lower,lower,higher,higher,higher,higher,higher,higher,equal,higher,higher,higher,lower,higher,higher,higher,higher,higher,lower,higher,higher,higher,higher,lower,equal,higher,higher,higher,lower,higher,lower,lower,higher,higher,lower,lower,lower,equal,equal,lower,higher,higher,higher,higher,higher,higher,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,lower,lower,lower,equal,lower,higher,lower,mccarwa01,higher,higher,higher,higher,equal,lower,lower,higher,higher,higher,lower,higher,lower,lower,"$700,000 ",higher,lower,higher,equal,higher,lower,equal,higher,lower,lower,lower,lower,higher,LAC,higher,lower,higher,lower,lower,lower,lower,lower,higher,higher,lower,higher,higher,higher,lower,higher,lower,higher,lower,lower,higher,higher,higher,higher,lower,lower,higher,higher,higher,2005,lower,lower
lower,lower,equal,higher,equal,equal,lower,equal,lower,lower,lower,lower,equal,equal,lower,lower,lower,equal,equal,equal,lower,equal,lower,higher,lower,lower,lower,higher,lower,higher,lower,higher,lower,lower,higher,higher,higher,higher,higher,lower,lower,lower,lower,lower,lower,lower,higher,higher,higher,higher,higher,higher,equal,higher,higher,lower,lower,higher,higher,higher,higher,higher,lower,higher,higher,higher,higher,lower,equal,higher,higher,higher,lower,higher,lower,lower,higher,higher,lower,lower,lower,equal,equal,lower,higher,higher,higher,higher,higher,higher,higher,lower,lower,lower,lower,lower,higher,higher,lower,higher,lower,lower,lower,lower,higher,lower,higher,higher,higher,higher,higher,higher,lower,mccarwa01,higher,higher,lower,higher,equal,lower,higher,higher,higher,higher,lower,higher,lower,lower,"$900,000 ",higher,lower,higher,equal,higher,lower,equal,lower,lower,lower,lower,lower,lower,LAC,lower,lower,higher,lower,lower,lower,lower,lower,lower,higher,lower,higher,higher,higher,lower,higher,lower,higher,lower,lower,higher,higher,higher,higher,lower,lower,higher,higher,higher,2005,lower,lower
lower,lower,equal,lower,lower,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,higher,higher,lower,lower,lower,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,equal,lower,higher,lower,higher,lower,lower,lower,lower,higher,lower,lower,lower,lower,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,lower,lower,equal,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,lower,lower,lower,lower,lower,lower,mcgratr01,lower,equal,higher,higher,equal,lower,lower,lower,lower,lower,lower,lower,higher,equal,"$14,300,000 ",lower,higher,lower,equal,higher,lower,equal,higher,equal,higher,lower,lower,lower,ORL,higher,higher,higher,lower,lower,lower,higher,lower,higher,lower,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,2000,equal,equal
lower,lower,equal,lower,lower,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,higher,higher,lower,lower,equal,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,equal,lower,higher,higher,higher,lower,lower,lower,lower,higher,equal,lower,lower,lower,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,lower,lower,equal,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,lower,lower,lower,lower,mcgratr01,lower,equal,higher,lower,equal,lower,lower,lower,lower,lower,lower,lower,higher,equal,"$21,000,000 ",lower,higher,lower,equal,higher,lower,equal,higher,lower,higher,lower,lower,equal,ORL,higher,higher,higher,lower,lower,lower,higher,lower,higher,higher,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,2001,lower,lower
lower,lower,equal,lower,lower,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,higher,higher,lower,lower,equal,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,equal,lower,lower,lower,equal,lower,higher,lower,higher,lower,lower,lower,lower,higher,higher,lower,lower,lower,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,lower,lower,equal,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,lower,lower,lower,lower,mcgratr01,lower,equal,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,higher,equal,"$21,900,000 ",lower,higher,lower,equal,higher,lower,equal,lower,lower,lower,lower,lower,equal,ORL,higher,higher,higher,lower,lower,lower,lower,lower,higher,lower,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,2002,lower,lower
lower,lower,equal,lower,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,lower,lower,higher,higher,lower,lower,equal,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,higher,higher,higher,higher,equal,lower,equal,equal,higher,higher,higher,higher,lower,higher,higher,lower,lower,lower,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,lower,lower,equal,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,lower,lower,lower,lower,mcgratr01,lower,equal,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,higher,higher,"$27,900,000 ",lower,higher,lower,equal,equal,lower,equal,higher,lower,lower,lower,lower,equal,ORL,higher,higher,higher,lower,lower,lower,higher,lower,higher,higher,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,2003,lower,lower
lower,lower,equal,lower,lower,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,higher,higher,lower,lower,equal,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,higher,higher,higher,higher,equal,higher,higher,higher,higher,higher,higher,higher,higher,higher,higher,lower,lower,lower,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,lower,lower,equal,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,lower,lower,lower,lower,mcgratr01,lower,equal,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,equal,higher,"$20,000,000 ",lower,higher,lower,equal,higher,lower,equal,higher,lower,higher,lower,lower,equal,HOU,higher,higher,higher,lower,lower,lower,higher,lower,higher,higher,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,2004,lower,lower
lower,lower,equal,lower,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,lower,lower,equal,lower,lower,lower,lower,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,equal,lower,equal,lower,higher,lower,lower,lower,lower,lower,higher,lower,lower,lower,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,higher,lower,lower,lower,equal,equal,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,lower,lower,lower,lower,mcgratr01,lower,equal,lower,lower,equal,lower,lower,lower,lower,lower,lower,lower,lower,higher,"$24,900,000 ",lower,higher,lower,equal,lower,lower,equal,lower,lower,lower,lower,lower,higher,HOU,lower,higher,lower,lower,lower,lower,lower,lower,higher,higher,higher,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,lower,higher,higher,lower,lower,lower,2005,lower,lower
lower,lower,equal,lower,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal,lower,higher,equal,lower,lower,lower,higher,higher,lower,higher,lower,higher,higher,higher,higher,higher,higher,lower,lower,lower,higher,lower,higher,lower,higher,higher,higher,higher,higher,higher,equal,higher,higher,higher,lower,higher,higher,higher,higher,higher,higher,higher,higher,lower,lower,higher,equal,lower,lower,higher,lower,higher,higher,higher,lower,higher,lower,lower,lower,equal,equal,lower,higher,higher,lower,higher,higher,higher,higher,lower,lower,lower,lower,lower,higher,higher,higher,higher,lower,lower,higher,lower,higher,lower,equal,equal,equal,equal,lower,higher,higher,mcinnje01,lower,higher,lower,lower,equal,lower,lower,lower,lower,lower,lower,higher,equal,higher,"$800,000 ",higher,lower,lower,equal,higher,lower,equal,higher,higher,higher,lower,lower,higher,LAC,higher,higher,higher,higher,lower,lower,higher,lower,higher,higher,lower,higher,higher,higher,higher,lower,higher,higher,lower,lower,higher,higher,higher,higher,higher,higher,higher,higher,higher,2000,equal,equal
